TF_sym	Gene_sym
JUN	SLC10A2
JUN	SLC11A1
JUN	SLC16A6
JUN	SLC1A5
JUN	SLC22A18
JUN	SLC22A18AS
JUN	SLC22A2
JUN	SLC24A4
JUN	SLC25A23
JUN	SLC25A24
JUN	SLC25A45
JUN	SLC26A1
JUN	SLC26A9
JUN	SLC35B1
JUN	SLC35E4
JUN	SLC38A1
JUN	SLC38A2
JUN	SLC38A3
JUN	SLC38A6
JUN	SLC39A13
JUN	SLC4A11
JUN	SLC5A2
JUN	SLC6A10P
JUN	SLC6A12
JUN	SLC6A14
JUN	SLC6A5
JUN	SLC7A8
JUN	SLC9A1
JUN	SLC9A7
JUN	SLC9A8
JUN	SLCO5A1
JUN	SLITRK6
JUN	SLURP1
JUN	SMARCA2
JUN	SMC6
JUN	SMPX
JUN	SMTN
JUN	SNAP25
JUN	SNCB
JUN	SNCG
JUN	SNPH
JUN	SNX10
JUN	SOST
JUN	SPAG9
JUN	SPARC
JUN	SPATA16
JUN	SPATS2
JUN	SPINK6
JUN	SPR
JUN	SPRED1
JUN	SPRR1A
JUN	SPRR1B
JUN	SPTA1
JUN	SPTBN2
JUN	SPTLC2
JUN	SQSTM1
JUN	SRPK2
JUN	SRPX2
JUN	SFRS2
JUN	SSBP3
JUN	SSH2
JUN	SSTR2
JUN	ST18
JUN	ST6GALNAC5
JUN	STARD13
JUN	STARD8
JUN	STAT1
JUN	STAT5B
JUN	STAT6
JUN	STC1
JUN	STC2
JUN	STK10
JUN	STK40
JUN	STMN2
JUN	STOML2
JUN	STRN3
JUN	STX11
JUN	STX1A
JUN	SUOX
JUN	SUPT4H1
JUN	SV2A
JUN	SVIL
JUN	SYN1
JUN	SYNGR1
JUN	SYNPO
JUN	SYP
JUN	SYT10
JUN	SYT2
JUN	SYT8
JUN	SYTL1
JUN	TAB2
JUN	TAC1
JUN	TAF15
JUN	TAGLN2
JUN	TBC1D10B
JUN	TBC1D17
JUN	TBL1X
JUN	TBL1Y
JUN	TBXAS1
JUN	TCF12
JUN	TEX19
JUN	TFB1M
JUN	TFE3
JUN	TFEB
JUN	TFF1
JUN	TFPI2
JUN	TGFBR2
JUN	TGIF1
JUN	TGM1
JUN	TGM3
JUN	TGM7
JUN	THBS1
JUN	THOC6
JUN	THPO
JUN	THRB
JUN	TIAL1
JUN	TINAG
JUN	TINAGL1
JUN	TLK2
JUN	TLL1
JUN	TLN2
JUN	TLX2
JUN	TM4SF19
JUN	TM7SF4
JUN	TMEM104
JUN	TMEM134
JUN	TMEM14B
JUN	TMEM151A
JUN	TMEM156
JUN	TMEM40
JUN	TMEM43
JUN	TMEM50B
JUN	TMEM95
JUN	TMEM99
JUN	TMPRSS11F
JUN	TNFRSF12A
JUN	TNFRSF9
JUN	TNIP3
JUN	TNKS2
JUN	TNRC6A
JUN	TNXB
JUN	TOB1
JUN	TOR1AIP1
JUN	TOR1AIP2
JUN	TP63
JUN	TPBG
JUN	TPM2
JUN	TPP1
JUN	TRAF3
JUN	TRAPPC3
JUN	TREX1
JUN	TRIB1
JUN	TRIM25
JUN	TRIM29
JUN	TRIM47
JUN	TRIM54
JUN	TRIM8
JUN	TRIM9
JUN	TRPV3
JUN	TSKU
JUN	TSR1
JUN	TSSK6
JUN	TTC1
JUN	TTLL6
JUN	TTLL7
JUN	TUBA1C
JUN	TUBA4A
JUN	TUBA4B
JUN	TUBB4
JUN	TXLNG
JUN	TYSND1
JUN	UBA1
JUN	UBE2C
JUN	UBE2D1
JUN	UBE2E3
JUN	UBE2R2
JUN	UBE3A
JUN	UBQLN1
JUN	UBQLNL
JUN	UCN2
JUN	USP12
JUN	USP13
JUN	USP2
JUN	USP3
JUN	UVRAG
JUN	VAMP2
JUN	VAMP5
JUN	VAPA
JUN	VASN
JUN	VASP
JUN	VAT1
JUN	VAX1
JUN	VCL
JUN	VDR
JUN	VEGFA
JUN	VEZF1
JUN	VGF
JUN	VIL1
JUN	VIT
JUN	VPS25
JUN	VTCN1
JUN	WASF2
JUN	WDFY3
JUN	C4orf12
JUN	WDR63
JUN	WDR81
JUN	WNT3
JUN	WNT6
JUN	WNT7B
JUN	WNT8B
JUN	XDH
JUN	XIRP1
JUN	XPOT
JUN	XYLT1
JUN	YIF1A
JUN	YPEL5
JUN	YWHAB
JUN	YWHAG
JUN	YWHAZ
JUN	ZBTB32
JUN	ZBTB41
JUN	ZBTB43
JUN	ZFAND5
JUN	ZFP28
JUN	ZFP36L1
JUN	ZFR
JUN	ZFYVE26
JUN	ZFYVE9
JUN	ZHX3
JUN	ZMAT5
JUN	ZNF207
JUN	ZNF277
JUN	ZNF362
JUN	ZNF385B
JUN	ZNF436
JUN	ZNF503
JUN	ZNF654
JUN	ZNF771
JUN	ZNF827
JUN	ZNFX1
JUN	ZPBP2
GTF3A	ACCN1
GTF3A	ACVR2B
GTF3A	ADAMTS5
GTF3A	ADIPOR1
GTF3A	ADRB1
GTF3A	AGAP1
GTF3A	AKIRIN2
GTF3A	ALG10
GTF3A	AMMECR1L
GTF3A	ANGPTL2
GTF3A	ANKRD40
GTF3A	ANP32A
GTF3A	APLP1
GTF3A	ARAP1
GTF3A	ARF3
GTF3A	ARHGAP36
GTF3A	ARID1A
GTF3A	ASCL1
GTF3A	ASS1
GTF3A	ATP5H
GTF3A	B4GALT1
GTF3A	BAHD1
GTF3A	BCAT2
GTF3A	BCL6
GTF3A	BCOR
GTF3A	C12orf53
GTF3A	C16orf72
GTF3A	C17orf61
GTF3A	C5orf41
GTF3A	C6orf1
GTF3A	C6orf62
GTF3A	C7orf51
GTF3A	C7orf60
GTF3A	C9orf25
GTF3A	CADM1
GTF3A	CAMK2N2
GTF3A	CAMKV
GTF3A	CAMTA2
GTF3A	CCNG1
GTF3A	CD248
GTF3A	CDC73
GTF3A	CDK16
GTF3A	CDK9
GTF3A	CELSR2
GTF3A	CEND1
GTF3A	CERCAM
GTF3A	CGREF1
GTF3A	CHAT
GTF3A	CHD4
GTF3A	CIC
GTF3A	CIRBP
GTF3A	SFRS16
GTF3A	CLDN5
GTF3A	CNNM4
GTF3A	CNP
GTF3A	COL12A1
GTF3A	CPEB3
GTF3A	CPSF4
GTF3A	CRY1
GTF3A	CSRP3
GTF3A	CTCF
GTF3A	CXXC5
GTF3A	CYB561D1
GTF3A	CYTH2
GTF3A	DBN1
GTF3A	DGCR8
GTF3A	DLG3
GTF3A	DLGAP4
GTF3A	DMPK
GTF3A	DNAI1
GTF3A	DNMT3A
GTF3A	DTNB
GTF3A	DTWD2
GTF3A	DYNC1LI1
GTF3A	EFNB3
GTF3A	EGR3
GTF3A	EIF1
GTF3A	EIF4G2
GTF3A	ENHO
GTF3A	EPHB1
GTF3A	ERF
GTF3A	EYA1
GTF3A	FAM129A
GTF3A	FAM76A
GTF3A	FAM89B
GTF3A	FASTK
GTF3A	FBRS
GTF3A	FGD1
GTF3A	FGF11
GTF3A	FGF9
GTF3A	FKBP14
GTF3A	FMNL1
GTF3A	FNBP1
GTF3A	FOXA3
GTF3A	FXYD1
GTF3A	GGNBP2
GTF3A	GLTP
GTF3A	GNG8
GTF3A	GPBP1
GTF3A	GPR12
GTF3A	GPR3
GTF3A	GRK6
GTF3A	HDLBP
GTF3A	HEY1
GTF3A	HOXA1
GTF3A	HOXB2
GTF3A	HOXB9
GTF3A	HPN
GTF3A	IGF2BP1
GTF3A	IGF2BP3
GTF3A	IL11
GTF3A	ITPKA
GTF3A	KCNAB3
GTF3A	KCNH2
GTF3A	KCNH5
GTF3A	KCNH8
GTF3A	KCNJ12
GTF3A	KCNK3
GTF3A	KCNQ4
GTF3A	KDM2A
GTF3A	KDM3B
GTF3A	KIF3C
GTF3A	KLF10
GTF3A	KLF13
GTF3A	LCOR
GTF3A	LDB1
GTF3A	LHFPL4
GTF3A	LHX2
GTF3A	NCRNA00085
GTF3A	LRFN5
GTF3A	LRRC8D
GTF3A	MAFB
GTF3A	MAP1B
GTF3A	MARCH5
GTF3A	CCDC109A
GTF3A	MED13
GTF3A	MED26
GTF3A	MESDC1
GTF3A	MGAT2
GTF3A	MGAT4B
GTF3A	MGEA5
GTF3A	MIB1
GTF3A	MIR17HG
GTF3A	MKNK2
GTF3A	MLL5
GTF3A	MLLT6
GTF3A	MN1
GTF3A	MSTN
GTF3A	MTCH2
GTF3A	MYH10
GTF3A	NACC1
GTF3A	NAT8L
GTF3A	NCOA2
GTF3A	NCOA6
GTF3A	NEO1
GTF3A	NFYC
GTF3A	NIPBL
GTF3A	NR2E1
GTF3A	NR2F2
GTF3A	NRF1
GTF3A	NTF4
GTF3A	NUFIP2
GTF3A	NXPH3
GTF3A	OAZ2
GTF3A	OSR2
GTF3A	OTUD7B
GTF3A	PABPC1
GTF3A	PABPC4
GTF3A	PAQR4
GTF3A	PCGF1
GTF3A	PCIF1
GTF3A	PDGFB
GTF3A	PFKFB3
GTF3A	PGF
GTF3A	PHF1
GTF3A	PHF15
GTF3A	PIAS1
GTF3A	PICALM
GTF3A	PIP4K2B
GTF3A	PKN1
GTF3A	PLAGL2
GTF3A	PLCB3
GTF3A	PLEKHA8
GTF3A	PLXNC1
GTF3A	POFUT1
GTF3A	PORCN
GTF3A	POU5F1
GTF3A	PPM1E
GTF3A	PPP2R5A
GTF3A	SAPS2
GTF3A	PRDM16
GTF3A	PTK7
GTF3A	PTMA
GTF3A	RAB35
GTF3A	RAD21
GTF3A	RALYL
GTF3A	RAP1GDS1
GTF3A	RAPGEFL1
GTF3A	RASGRP2
GTF3A	RASIP1
GTF3A	RBM6
GTF3A	RDH10
KLF12	ACVR1
KLF12	ADAMTS4
KLF12	ADNP
KLF12	AKIRIN1
KLF12	AMFR
KLF12	ANKRD39
KLF12	RICH2
KLF12	ARHGAP6
KLF12	ARID1A
KLF12	ATL2
KLF12	ATN1
KLF12	ATP2B2
KLF12	ATP5H
KLF12	BARHL2
KLF12	BCL2L11
KLF12	BCL9L
KLF12	BHLHE22
KLF12	BMP1
KLF12	BRD4
KLF12	BSCL2
KLF12	BTBD9
KLF12	C14orf162
KLF12	C1orf43
KLF12	C1orf61
KLF12	C9orf25
KLF12	CA7
KLF12	CACNB3
KLF12	CALD1
KLF12	CALM3
KLF12	CBLL1
KLF12	CD3D
KLF12	CD3G
KLF12	CHMP2B
KLF12	CHRM1
KLF12	CLPTM1
KLF12	COBL
KLF12	COL16A1
KLF12	CPLX2
KLF12	CPNE1
KLF12	CSRP3
KLF12	CYB561D1
KLF12	CYP8B1
KLF12	CYR61
KLF12	DAAM1
KLF12	DDIT4L
KLF12	DNAI1
KLF12	DNHD1
KLF12	DNMT3A
KLF12	DYRK1B
KLF12	EBF2
KLF12	ECH1
KLF12	EED
KLF12	EFNA5
KLF12	EFNB1
KLF12	EIF5A
KLF12	EPHA1
KLF12	EYA4
KLF12	FAM123B
KLF12	FAM180A
KLF12	FANCI
KLF12	FHIT
KLF12	FRMPD1
KLF12	FXYD6
KLF12	GATA1
KLF12	GMPPB
KLF12	GNB2
KLF12	GNG3
KLF12	GRIN2A
KLF12	GRIN3A
KLF12	HMCN1
KLF12	HOXC6
KLF12	IER5L
KLF12	IGFALS
KLF12	IKZF4
KLF12	IL3
KLF12	IRAK1
KLF12	IRX4
KLF12	ITSN2
KLF12	JMJD1C
KLF12	JPH1
KLF12	JPH2
KLF12	KLK13
KLF12	KRT17
KLF12	KRT35
KLF12	KRT72
KLF12	LCAT
KLF12	LTBP3
KLF12	MAPT
KLF12	MAST4
KLF12	MEMO1
KLF12	MLL
KLF12	MORF4L2
KLF12	MPO
KLF12	MRI1
KLF12	MRVI1
KLF12	MSN
KLF12	MYO1C
KLF12	MYOZ1
KLF12	NEFL
KLF12	NFKBIE
KLF12	NHLH2
KLF12	NKAIN1
KLF12	NKX3-1
KLF12	NLGN3
KLF12	NOSTRIN
KLF12	NR3C2
KLF12	NRG1
KLF12	NT5DC2
KLF12	NUDT10
KLF12	NUDT11
KLF12	NXPH1
KLF12	PAK6
KLF12	PANK1
KLF12	PARD6A
KLF12	PBX1
KLF12	PCBP4
KLF12	PCSK6
KLF12	PDE10A
KLF12	PDYN
KLF12	PDZRN4
KLF12	PHC2
KLF12	PHF12
KLF12	PHYHIPL
KLF12	PIK3R3
KLF12	POC1A
KLF12	POLR2A
KLF12	PPOX
KLF12	C11orf66
KLF12	PRPH
KLF12	PTGDS
KLF12	PTMA
KLF12	PUM1
KLF12	RAP2C
KLF12	RBM14
KLF12	RHOG
KLF12	RHOJ
KLF12	RORA
KLF12	RPL22
KLF12	RTF1
KLF12	RUNX1T1
KLF12	SCAMP3
KLF12	SCAMP5
KLF12	SERPINB2
KLF12	SERPINF1
KLF12	C1orf113
KLF12	SHANK2
KLF12	SLC6A5
KLF12	SMARCA5
KLF12	SMURF2
KLF12	TACSTD2
KLF12	TBC1D10A
KLF12	TEX2
KLF12	TICAM1
KLF12	TMEM185A
KLF12	TMEM191A
KLF12	TMEM35
KLF12	TNKS1BP1
KLF12	TNPO1
KLF12	TNPO2
KLF12	TRPM3
KLF12	TRPV5
KLF12	TSC22D1
KLF12	TUBB2B
KLF12	TXLNG
KLF12	U2AF1L4
KLF12	UBE2E2
KLF12	UBE2H
KLF12	VIM
KLF12	C2orf86
KLF12	WDTC1
KLF12	WNT4
KLF12	WIT1
KLF12	YBX2
KLF12	YWHAG
KLF12	ZBTB4
KLF12	ZDHHC15
KLF12	ZHX2
KLF12	ZIC5
GTF3A	RFX1
GTF3A	RGMA
GTF3A	RHBDF1
GTF3A	RNF220
GTF3A	RNF40
GTF3A	RPL36AL
GTF3A	SALL1
GTF3A	SCUBE3
GTF3A	SH3BP4
GTF3A	SIPA1
GTF3A	SLC12A4
GTF3A	SLC17A7
GTF3A	SLC18A3
GTF3A	SLC25A28
GTF3A	SLC37A4
GTF3A	SLC6A11
GTF3A	SLC7A10
GTF3A	SMAD7
GTF3A	SMARCD1
GTF3A	SOBP
GTF3A	SOX2
GTF3A	SPATA6
GTF3A	SPRED1
GTF3A	SPSB4
GTF3A	SRRM3
GTF3A	ST7
GTF3A	ST8SIA2
GTF3A	STARD13
GTF3A	STMN1
GTF3A	SYMPK
GTF3A	SYT7
GTF3A	TAB2
GTF3A	TACC2
GTF3A	TERF2
GTF3A	TEX2
GTF3A	TFAP2C
GTF3A	TFAP4
GTF3A	TFEB
GTF3A	TGS1
GTF3A	TLK2
GTF3A	TMEM132E
GTF3A	TMEM25
GTF3A	TMEM68
GTF3A	TNFAIP8L3
GTF3A	TRIM28
GTF3A	TRIM39
GTF3A	TRMT1
GTF3A	TSEN2
GTF3A	TSSK3
GTF3A	UBE2S
GTF3A	UBTF
GTF3A	KIAA1409
GTF3A	USP49
GTF3A	VEGFA
GTF3A	VPS25
GTF3A	VWCE
GTF3A	WNK1
GTF3A	WNK4
GTF3A	WNT5A
GTF3A	ZBTB7A
GTF3A	ZMYM2
GTF3A	ZNF281
GTF3A	ZNF362
GTF3A	ZNF703
GTF3A	ZNRF2
REPIN1	AAK1
REPIN1	AARSD1
REPIN1	ABCB9
REPIN1	ABCE1
REPIN1	BAT5
REPIN1	ABHD4
REPIN1	ABI2
REPIN1	ABL1
REPIN1	ABLIM1
REPIN1	ABR
REPIN1	ABTB2
REPIN1	ACCN1
REPIN1	ACE
REPIN1	ACMSD
REPIN1	ACSL4
REPIN1	ACTA1
REPIN1	ACTB
REPIN1	ACTC1
REPIN1	ACTG2
REPIN1	ACTN3
REPIN1	ACVR1
REPIN1	ADAMTS2
REPIN1	ADAMTS4
REPIN1	ADAMTS8
REPIN1	ADAMTSL2
REPIN1	ADCY4
REPIN1	ADCY8
REPIN1	ADO
REPIN1	ADRA2C
REPIN1	ADRBK1
REPIN1	AFF4
REPIN1	AFG3L1
REPIN1	AGAP2
REPIN1	AGBL5
REPIN1	AICDA
REPIN1	AIF1L
REPIN1	AKAP2
REPIN1	AKAP9
REPIN1	AKR7A2
REPIN1	AKT1
REPIN1	AKT2
REPIN1	ALDH1A1
REPIN1	ALK
REPIN1	ALPK2
REPIN1	ALS2
REPIN1	AMOT
REPIN1	AMPH
REPIN1	ANAPC10
REPIN1	ANGEL1
REPIN1	ANGPT1
REPIN1	ANGPT4
REPIN1	ANGPTL2
REPIN1	ANK1
REPIN1	ANK2
REPIN1	ANKRD1
REPIN1	ANKRD12
REPIN1	ANKRD43
REPIN1	ANKZF1
REPIN1	ANP32A
REPIN1	ANXA6
REPIN1	ANXA8
REPIN1	AP1S2
REPIN1	AP3D1
REPIN1	APBA1
REPIN1	APBA2
REPIN1	APBB2
REPIN1	APBB3
REPIN1	APLN
REPIN1	APOA5
REPIN1	APOBEC2
REPIN1	APOD
REPIN1	APOLD1
REPIN1	APOO
REPIN1	APP
REPIN1	APPBP2
REPIN1	AQP2
REPIN1	AQP5
REPIN1	ARF4
REPIN1	ARFGEF1
REPIN1	ARHGAP24
REPIN1	ARHGAP33
REPIN1	RICH2
REPIN1	ARHGAP8
REPIN1	ARHGEF2
REPIN1	ARHGEF5
REPIN1	ARHGEF6
REPIN1	ARID1A
REPIN1	ARL6IP5
REPIN1	ARMC5
REPIN1	ARMC8
REPIN1	ARNT
REPIN1	ARPP21
REPIN1	ART1
REPIN1	ASB14
REPIN1	ASB16
REPIN1	ASB2
REPIN1	ASB5
REPIN1	ASPA
REPIN1	ASS1
REPIN1	ATF7IP
REPIN1	ATOH8
REPIN1	ATP13A4
REPIN1	ATP1A2
REPIN1	ATP1B2
REPIN1	ATP1B4
REPIN1	ATP2B3
REPIN1	ATP4A
REPIN1	ATP5H
REPIN1	ATP6V0D1
REPIN1	ATP6V1A
REPIN1	ATP6V1C1
REPIN1	ATP6V1D
REPIN1	ATP6V1E2
REPIN1	ATXN7L2
REPIN1	AZIN1
REPIN1	B3GALNT2
REPIN1	B3GALT2
REPIN1	BACE2
REPIN1	BACH1
REPIN1	BACH2
REPIN1	BAHD1
REPIN1	BAI3
REPIN1	BAIAP2
REPIN1	BAP1
REPIN1	BARX2
REPIN1	BAZ2A
REPIN1	BCAS3
REPIN1	BCL11B
REPIN1	BCL2L2
REPIN1	BCL6
REPIN1	BCL6B
REPIN1	BCL7A
REPIN1	BCL9L
REPIN1	BEND4
REPIN1	BEST2
REPIN1	BEST3
REPIN1	BEX2
REPIN1	BFSP2
REPIN1	BMF
REPIN1	BMP1
REPIN1	BMP6
REPIN1	BMPR2
REPIN1	BNC2
REPIN1	BNIP2
REPIN1	BNIP3
REPIN1	BRD4
REPIN1	BRSK2
REPIN1	BSCL2
REPIN1	BTBD11
REPIN1	BTBD3
REPIN1	BTF3L1
REPIN1	BTG1
REPIN1	BTG2
REPIN1	C10orf118
REPIN1	C10orf140
REPIN1	C10orf26
REPIN1	C11orf52
REPIN1	C11orf87
REPIN1	C12orf34
REPIN1	C12orf35
REPIN1	C12orf4
REPIN1	C14orf162
REPIN1	C14orf166
REPIN1	C16orf11
REPIN1	C16orf52
REPIN1	C17orf28
REPIN1	C17orf70
REPIN1	C17orf82
REPIN1	C18orf1
REPIN1	C19orf55
REPIN1	C19orf56
REPIN1	C1orf116
REPIN1	C1orf49
REPIN1	C1orf61
REPIN1	C1QTNF1
REPIN1	C20orf112
REPIN1	C20orf166
REPIN1	C20orf200
REPIN1	C20orf177
REPIN1	C21orf62
REPIN1	C21orf81
REPIN1	C2orf53
REPIN1	C3orf54
REPIN1	C4orf38
REPIN1	C6orf47
REPIN1	C6orf62
REPIN1	C7
REPIN1	C7orf60
REPIN1	C8orf46
REPIN1	C9orf150
REPIN1	C9orf16
REPIN1	C9orf170
REPIN1	CA11
REPIN1	CA3
REPIN1	CA6
REPIN1	CABP1
REPIN1	CACNA1G
REPIN1	CACNA1H
REPIN1	CACNA1S
REPIN1	CACNA2D3
REPIN1	CACNB1
REPIN1	CACNB2
REPIN1	CACNG2
REPIN1	CADM2
REPIN1	CADPS
REPIN1	CALCA
REPIN1	CALCOCO1
REPIN1	CALM2
REPIN1	CALM3
REPIN1	CAMK2G
REPIN1	CAMKV
REPIN1	CAPZA3
REPIN1	CASC4
REPIN1	CASK
REPIN1	CASKIN1
REPIN1	CASKIN2
REPIN1	CAST
REPIN1	CATSPER2
REPIN1	CAV3
REPIN1	CBFA2T2
REPIN1	CBFA2T3
REPIN1	CBX6
REPIN1	CCDC102A
REPIN1	CCDC108
REPIN1	CCDC138
REPIN1	CCDC43
REPIN1	CCDC56
REPIN1	CCDC65
REPIN1	CCDC71
REPIN1	CCDC78
REPIN1	CCDC85B
REPIN1	CCL27
REPIN1	CCL4
REPIN1	CCND2
REPIN1	CCNE2
REPIN1	CCNJ
REPIN1	CD247
REPIN1	CD276
REPIN1	CD47
REPIN1	CD72
REPIN1	CD79B
REPIN1	CD9
REPIN1	CD99L2
REPIN1	CDC25B
REPIN1	CDC42EP3
REPIN1	CDC42SE1
REPIN1	CDCA3
REPIN1	CDH13
REPIN1	CDH3
REPIN1	CDH6
REPIN1	CDHR5
REPIN1	CDK18
REPIN1	CDK2
REPIN1	CDK5
REPIN1	CDK5R2
REPIN1	CDKL5
REPIN1	CDKN1B
REPIN1	CDKN2C
REPIN1	CDKN3
REPIN1	CDO1
REPIN1	CDX1
REPIN1	CELA3A
REPIN1	CELF3
REPIN1	CCDC45
REPIN1	CERKL
REPIN1	CHAC1
REPIN1	CHAT
REPIN1	CHD4
REPIN1	CHFR
REPIN1	CHID1
REPIN1	CHPF
REPIN1	CHRD
REPIN1	CHRNA1
REPIN1	CHRNE
REPIN1	CHRNG
REPIN1	CILP
REPIN1	CITED2
REPIN1	CKM
REPIN1	CLDN15
REPIN1	CLDN2
REPIN1	CLEC4D
REPIN1	CLIP1
REPIN1	CLPS
REPIN1	CLSTN2
REPIN1	CLVS1
REPIN1	CMKLR1
REPIN1	CMTM5
REPIN1	CNIH2
REPIN1	CNNM2
REPIN1	CNP
REPIN1	CNTD1
REPIN1	CNTN2
REPIN1	CNTN4
REPIN1	CNTN6
REPIN1	CNTNAP5
REPIN1	COL22A1
REPIN1	COL2A1
REPIN1	COL5A3
REPIN1	COL7A1
REPIN1	COLEC12
REPIN1	COMMD3
REPIN1	CORO2B
REPIN1	COX6A2
REPIN1	CPA6
REPIN1	CPEB3
REPIN1	CPEB4
REPIN1	CPS1
REPIN1	CRB1
REPIN1	CRCT1
REPIN1	CREB3L1
REPIN1	CREM
REPIN1	CRHBP
REPIN1	CRIP2
REPIN1	CRYAB
REPIN1	CSDC2
REPIN1	CSDE1
REPIN1	CSF1R
REPIN1	CSMD3
REPIN1	CSNK1G2
REPIN1	CSRNP3
REPIN1	CTSD
REPIN1	CTXN1
REPIN1	CUL7
REPIN1	CXCR5
REPIN1	CXorf58
REPIN1	CXXC4
REPIN1	CYP2F1
REPIN1	CYP46A1
REPIN1	CYP8B1
REPIN1	CYTH3
REPIN1	DAAM1
REPIN1	DACT1
REPIN1	DALRD3
REPIN1	DAO
REPIN1	DBC1
REPIN1	DBH
REPIN1	DBNDD1
REPIN1	DCAF17
REPIN1	DCLRE1A
REPIN1	DCTN1
REPIN1	DCX
REPIN1	DDIT4
REPIN1	DDIT4L
REPIN1	DDR1
REPIN1	DDX17
REPIN1	DDX5
REPIN1	DENR
REPIN1	DEPDC6
REPIN1	DES
REPIN1	DHRS3
REPIN1	DLC1
REPIN1	DLEU1
REPIN1	DLEU2
REPIN1	DLG2
REPIN1	DLGAP1
REPIN1	DLL1
REPIN1	DLL3
REPIN1	DLL4
REPIN1	DLX1
REPIN1	DMC1
REPIN1	DMD
REPIN1	DMPK
REPIN1	DMTF1
REPIN1	DNAJA1
REPIN1	DNAJB5
REPIN1	DNAJC1
REPIN1	DNHD1
REPIN1	DOC2A
REPIN1	DOCK4
REPIN1	DOCK6
REPIN1	DOCK9
REPIN1	DOK3
REPIN1	DOK7
REPIN1	DPCD
REPIN1	DPF2
REPIN1	DPH1
REPIN1	DPP3
REPIN1	DPP9
REPIN1	DRG1
REPIN1	DRP2
REPIN1	DSCAM
REPIN1	DTNA
REPIN1	DTX3
REPIN1	DUSP1
REPIN1	DUSP26
REPIN1	DUSP4
REPIN1	DVL3
REPIN1	DYNLRB2
REPIN1	DYSF
REPIN1	E2F1
REPIN1	E2F3
REPIN1	EBNA1BP2
REPIN1	EDC4
REPIN1	EDF1
REPIN1	EDN3
REPIN1	EFCAB4B
REPIN1	EFNA1
REPIN1	EFS
REPIN1	EGR1
REPIN1	EGR2
REPIN1	EIF2S1
REPIN1	EIF4ENIF1
REPIN1	EIF4G2
REPIN1	ELAVL2
REPIN1	ELAVL3
REPIN1	ELF4
REPIN1	ELL
REPIN1	ELL3
REPIN1	ELN
REPIN1	ELP4
REPIN1	EMILIN3
REPIN1	EMP3
REPIN1	EN1
REPIN1	ENO3
REPIN1	ENOPH1
REPIN1	EOMES
REPIN1	EPHA2
REPIN1	EPHB2
REPIN1	EPN2
REPIN1	EPN3
REPIN1	EPOR
REPIN1	ERBB3
REPIN1	ERF
REPIN1	ERH
REPIN1	ERN1
REPIN1	ERP27
REPIN1	ESCO1
REPIN1	ESR1
REPIN1	ESRRA
REPIN1	ESRRB
REPIN1	ESRRG
REPIN1	ETF1
REPIN1	ETS1
REPIN1	ETV1
REPIN1	ETV5
REPIN1	EXOC5
REPIN1	EXOC6
REPIN1	EXTL1
REPIN1	EXTL3
REPIN1	EYA1
REPIN1	EYA2
REPIN1	EYA3
REPIN1	F11R
REPIN1	FAM100B
REPIN1	FAM110A
REPIN1	FAM123B
REPIN1	FAM131A
REPIN1	FAM178A
REPIN1	FAM178B
REPIN1	FAM193A
REPIN1	FAM193B
REPIN1	FAM50A
REPIN1	FAM5C
REPIN1	FAM63A
REPIN1	FAM65A
REPIN1	FAM70A
REPIN1	FAM92B
REPIN1	FAM98A
REPIN1	FBXL21
REPIN1	FBXO24
REPIN1	FBXO36
REPIN1	FBXO40
REPIN1	FBXO5
REPIN1	FCER1G
REPIN1	FCGBP
REPIN1	FCRLA
REPIN1	FCRLB
REPIN1	FES
REPIN1	FEZF2
REPIN1	FGF1
REPIN1	FGF12
REPIN1	FGF13
REPIN1	FGF14
REPIN1	FGF17
REPIN1	FGF21
REPIN1	FGF7
REPIN1	FGF8
REPIN1	FGR
REPIN1	FHL3
REPIN1	FILIP1
REPIN1	FIS1
REPIN1	FITM1
REPIN1	FLJ44635
REPIN1	FLNC
REPIN1	FLRT3
REPIN1	FMO5
REPIN1	FNDC5
REPIN1	FNDC8
REPIN1	FOXA1
REPIN1	FOXD3
REPIN1	FOXN2
REPIN1	FOXO4
REPIN1	FOXP1
REPIN1	FOXS1
REPIN1	FRAS1
REPIN1	FRMD5
REPIN1	FXR1
REPIN1	FXYD3
REPIN1	FZD9
REPIN1	GAB2
REPIN1	GABPB2
REPIN1	GABRA3
REPIN1	GADD45G
REPIN1	GAP43
REPIN1	GAS7
REPIN1	GATA1
REPIN1	GATA3
REPIN1	GCAT
REPIN1	GDNF
REPIN1	GEM
REPIN1	GFI1
REPIN1	GGNBP2
REPIN1	GHR
REPIN1	GIGYF2
REPIN1	GJC2
REPIN1	GLTSCR1
REPIN1	GNB2
REPIN1	GNB3
REPIN1	GNG3
REPIN1	GNG8
REPIN1	GOLGA7
REPIN1	GOLPH3L
REPIN1	GPBP1
REPIN1	GPD1
REPIN1	GPM6B
REPIN1	GPR1
REPIN1	GPR112
REPIN1	GPR162
REPIN1	GPR17
REPIN1	GPR21
REPIN1	GPR34
REPIN1	GPR37L1
REPIN1	GPR61
REPIN1	GPR62
REPIN1	GPX1
REPIN1	GREB1L
REPIN1	GRHL3
REPIN1	GRIK3
REPIN1	GRIN2B
REPIN1	GRIN2D
REPIN1	GRK5
REPIN1	GRPR
REPIN1	GSDMA
REPIN1	GSK3B
REPIN1	GTPBP2
REPIN1	GZMB
REPIN1	H1F0
REPIN1	H2AFZ
